image_path,text,label
/root/autodl-tmp/.autodl/AiStudio/data/images/small/9f/9f903271.jpg,Stone & Beam | Stone & Beam Javier Burnished Bronze Bed | Type: BED,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/07/075e5d67.jpg,AmazonBasics | AmazonBasics Serene 16-Piece Old Fashioned and Coolers Glass Drinkware Set | Color: Clear | Style: 16-Piece Set | Type: DRINKING_CUP | Chic style and easy care: heavy sham for extra stability; squared base transitions into a circular rim for eye-catching aesthetics; dishwasher-safe for convenient cleaning,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/07/075e5d67.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Dark Night View UV Printed Soft Back Case Mobile Cover for Lenovo K6 Power | Color: Multicolor | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/77/77412532.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Butterflies Neon Light 3D Printed Hard Back Case Mobile Cover for Vivo Y81i | Color: Multicolor | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/77/77412532.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Meow UV Printed Soft Back Case Mobile Cover for Mi Redmi Note 4 | Color: Multicolor | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/73/736f202c.jpg,UMI | UMI by Amazon 6 PCS Stretch Dining Chair Covers Melange Velvet Removable Chair Protector Elastic Slipcovers Turquoise | Color: Peacock Blue | Type: FURNITURE_COVER,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/73/736f202c.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Sky Photography UV Printed Soft Back Case Mobile Cover for Samsung Galaxy C7 Pro | Color: Multicolor | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/39/39e34e19.jpg,"find. | Richter Kinderschuhe Bios, Mules Mixte Enfant Beige (Taupe Taupe) 42 EU | Color: Beige Taupe Taupe | Style: Mocassins | Type: SHOES",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/39/39e34e19.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Abstract 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Note 10 Plus | Color: multi-colored | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/5f/5f0c12f2.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Autumn Girl UV Printed Soft Back Case Mobile Cover for Karbonn Aura Power 4G Plus | Color: Multicolor | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/5f/5f0c12f2.jpg,AmazonBasics | AmazonBasics 4.7 GB blank 16x DVD+R - 50 Pack Spindle (Renewed) | Type: BLANK_MEDIA,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/8b/8b519b9b.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Water Drop On Glass UV Printed Soft Back Case Mobile Cover for Samsung Galaxy A70s | Color: Multicolor | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/8b/8b519b9b.jpg,AmazonBasics | AmazonBasics AA Performance Alkaline Batteries (12-Pack) - Packaging May Vary | Color: Grey | Style: AA | Type: BATTERY | Designed to provide reliable and lasting performance for both high and low drain devices,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/a1/a1774265.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Cactus 3D Printed Hard Back Case Mobile Cover for Motorola Moto G4 Plus | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/a1/a1774265.jpg,"Rivet | Amazon Brand – Rivet Madison Modern Fabric Round Lift-Top Storage Tray Ottoman Pouf, 19.7""W, Marshmallow (Renewed) | Color: Marshmallow | Type: OTTOMAN",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/9f/9f89869d.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Kitty Printed Hard Back Case Mobile Cover for Samsung Galaxy M10 (D1211) | Color: multi-colored | Style: Comics and Cartoons | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality | High Resolution UV light-ion 3D Embossed Printing for extraordinary quality and clarity. Printed using high end advanced Japanese machines. Your get our quality promise and design excellence",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/9f/9f89869d.jpg,"AmazonBasics | AmazonBasics Divider Strips - Recycled Manilla, Full Colour, Punched, 10.5 x 24 cm, 160 GSM, Pack of 100, Orange | Color: orange | Style: 0 | Type: OFFICE_PRODUCTS",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/7a/7a46b66c.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Colored Paris 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M40 | Color: Multicolor | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/7a/7a46b66c.jpg,"AmazonCommercial | AmazonCommercial Plastic Plate, 3-Compartment, 10.25 Inch, Red, Pack of 125 | Color: red | Style: 3 Compartment Plate | Type: DISHWARE_PLATE",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/29/2957b26e.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Desert Plant 3D Printed Hard Back Case Mobile Cover for Huawei Honor 5c | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/29/2957b26e.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Blue Pattern Alphabet-R 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A20s | Color: multi-colored | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/28/28019d8d.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Photography UV Printed Soft Back Case Mobile Cover for Mi Redmi Y3 | Color: Multicolor | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/28/28019d8d.jpg,"WellWear | WellWear Copper Back Brace, One Size | Color: Cobrizo | Type: HEALTH_PERSONAL_CARE | Contoured design for optimal fit",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/c9/c923418f.jpg,Amazon Collection(アマゾンコレクション) | [Find] Amazon Collection Platinum Plated Sterling Silver Clear Princess kattokyu-bikkuzirukoniasutaddopiasu Binaural Headset for Stud Earrings jee00087 _ 120cl00qd00 | Color: クリア | Style: スタッド | Type: EARRING,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/c9/c923418f.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Never be Alone Printed Hard Back Case Mobile Cover for Apple iPhone XR (D1256) | Color: multi-colored | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality | High Resolution UV light-ion 3D Embossed Printing for extraordinary quality and clarity. Printed using high end advanced Japanese machines. Your get our quality promise and design excellence",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/55/55ed3324.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Floral Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 5 (D386) | Color: multi-colored | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality | High Resolution UV light-ion 3D Embossed Printing for extraordinary quality and clarity. Printed using high end advanced Japanese machines. Your get our quality promise and design excellence",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/55/55ed3324.jpg,AmazonBasics | AmazonBasics Digital Soldering Station | Type: TOOLS,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/fd/fd693608.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Horizontal Arrow Texture 3D Printed Hard Back Case Mobile Cover for Motorola Moto E 2nd Generation | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/fd/fd693608.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Protective Clear View flip Cover for Samsung Galaxy Note 5 (Black) | Color: Black | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/1e/1e39ce5a.jpg,AmazonBasics | AmazonBasics Türhebel Dezember Eingang poliertes Messing | Color: Poliertes Messing | Style: Eingang | Type: HARDWARE_HANDLE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/1e/1e39ce5a.jpg,"Amazon Essentials | Amazon Essentials Belice Ballet Flat, Black, 12.5 M US | Color: Black | Style: Belice Ballet Flat | Type: SHOES | Classic and versatile ballet flat designed for daily wear and superior fit | Casual silhouette with round toe shape and flattering profile | Soft, faux leather upper with gently elasticized topline and stitchless counter design for increased comfort",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/c6/c6889ed4.jpg,Rivet | Arizona Desert Sand Horizon Photo with Wood Hanger | Type: HOME,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/c6/c6889ed4.jpg,"AmazonBasics | AmazonBasics Professional LED GU10 Spotlight Bulb, 50W Equivalent, Cool White, Dimmable - Pack of 6 | Color: Cool White | Style: 50 W | Type: LIGHT_BULB",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/64/64aa56cb.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Foil Paper Texture 3D Printed Hard Back Case Mobile Cover for Vivo Y51L | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/64/64aa56cb.jpg,"Happy Belly | Amazon Brand - Happy Belly All Spice, Ground, 2.5 Ounces | Type: HERB",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/3f/3f6eb844.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Candle Light 3D Printed Hard Back Case Mobile Cover for Oppo F5 | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/3f/3f6eb844.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Black Pattern Alphabet-C 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 8A | Color: multi-colored | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/ea/ea5469c6.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Steam Train 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21 | Color: Multicolor | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/ea/ea5469c6.jpg,"AmazonBasics | AmazonBasics Sacoche professionnelle pour ordinateur portable - 43 cm, Noir | Color: Noir | Style: AmazonBasics Sacoche professionnelle pour ordinateur portable - 43 cm, Noir | Type: PORTABLE_ELECTRONIC_DEVICE_COVER",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/7d/7dc996dd.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Love Print On Cloth Pattern 3D Printed Hard Back Case Mobile Cover for Nokia 7.1 | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/7d/7dc996dd.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Multicolor Heart 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J5 Prime | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/42/4213f453.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Dark Flowers Photography 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 1S | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/42/4213f453.jpg,"Phoenix Home | Phoenix Home Lotusville Vintage PU Leather, Set of 2 Counter Height Stool, Gray | Color: Grey | Style: Counter Height | Type: STOOL_SEATING | Foam cushioning and PU-leather upholstery for added comfort and strength; zigzag gold-thread double stitching along the edge",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/ae/ae586045.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Black Pattern Alphabet-C 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 8A | Color: multi-colored | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/ae/ae586045.jpg,"Fresh | Fresh Brand – Cubed Butternut Squash, 21 oz | Type: VEGETABLE",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/eb/eb4a1f55.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Orange Canvas 3D Printed Hard Back Case Mobile Cover for Nokia 6.1 Plus | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/eb/eb4a1f55.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Sun 3D Printed Hard Back Case Mobile Cover for Coolpad Note 3 Lite | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/70/70092666.jpg,AmazonBasics | AmazonBasics – hoogwaardig microvezel-laken | Type: FLAT_SHEET,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/70/70092666.jpg,"Rivet | Amazon Brand – Rivet Madison Modern Fabric Round Lift-Top Storage Tray Ottoman Pouf, 19.7""W, Marshmallow (Renewed) | Color: Marshmallow | Type: OTTOMAN",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/24/2470351d.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Never be Alone Printed Hard Back Case Mobile Cover for Apple iPhone XR (D1256) | Color: multi-colored | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality | High Resolution UV light-ion 3D Embossed Printing for extraordinary quality and clarity. Printed using high end advanced Japanese machines. Your get our quality promise and design excellence",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/24/2470351d.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Cute Little Boy Pattern 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A20s | Color: multi-colored | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/89/8903f5ef.jpg,"WaterAce | WaterAce WA50SAS Bomba de sumidero, 1/2 HP, negro | Color: Negro | Type: WATER_PUMP",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/89/8903f5ef.jpg,Amazon Brand - Symbol | Amazon Brand - Symbol Men's Grey Synthetic Formal Shoes - 8 UK (AZ-KY-292B) | Color: Grey | Style: Slip On | Type: SHOES,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/8d/8da57021.jpg,"WellWear | WellWear Copper Back Brace, One Size | Color: Cobrizo | Type: HEALTH_PERSONAL_CARE | Contoured design for optimal fit",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/8d/8da57021.jpg,"206 Collective | Amazon Brand - 206 Colectivo Carla Zapatillas Casuales con Cordones para Mujer, Lona Blanca, 11 M US | Color: Lienzo Blanco | Style: Carla | Type: SHOES",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/3f/3ffdcd46.jpg,"find. | Amazon-merk - vinden. Archer, Heren Trainers,Kleur: wit,12 UK | Color: Kleur: wit | Style: Laag-Top | Type: SHOES",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/3f/3ffdcd46.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Pink Flower Banch Print On Cloth 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J4 Plus | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/cd/cd870277.jpg,Stanton | Stanton Men's Brown Loafers-8 UK (42 EU) (9 US) (FK/YT1893/BRW) | Color: Brown | Style: Loafers | Type: SHOES,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/cd/cd870277.jpg,"Vedaka | Amazon Brand - Vedaka Sabudana (Sago), Medium, 1Kg | Type: GROCERY",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/80/804ecc8d.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Lion UV Printed Soft Back Case Mobile Cover for Huawei Honor 7A | Color: Multicolor | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/80/804ecc8d.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Yellow Watermelon 3D Printed Hard Back Case Mobile Cover for Vivo S1 Pro | Color: Multicolor | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/89/899fd6d3.jpg,"UMI | UMI Merryfeel Microfiber Duvet Cover Set,Lightweight and Soft Bedding Set (8 Sizes,12 Colours)(200x200+2x80x80cm,Pink) | Color: Rosa | Type: HOME",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/89/899fd6d3.jpg,AmazonBasics | AmazonBasics Classroom Storage Cabinet | Type: TEACHING_EQUIPMENT,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/2b/2b90e918.jpg,"AmazonBasics | AmazonBasics Adjustable Speaker Stand - 3.8 to 6-Foot, Steel | Style: Steel | 1-Pack | Type: SOUND_AND_RECORDING_EQUIPMENT",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/2b/2b90e918.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Butterflies Printed Hard Back Case Mobile Cover for Xiaomi Redmi Y2 (D187) | Color: multi-colored | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality | High Resolution UV light-ion 3D Embossed Printing for extraordinary quality and clarity. Printed using high end advanced Japanese machines. Your get our quality promise and design excellence",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/2c/2c0416de.jpg,"The Fix | Amazon Brand - The Fix Women's Foley Tassel Slide Sandal, Taupe, 6.5 B US | Color: Taupe | Style: Foley Tassel Slide Sandal | Type: SHOES | Bright metallic tassels gleam against an earthy suede upper in this luxe slide sandal with minimalist heel.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/2c/2c0416de.jpg,"Rivet | Rivet Alfombra Moderna Inspirada en Marroquí, de | Type: HOME_FURNITURE_AND_DECOR",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/ea/ea0c6da6.jpg,"AmazonBasics | AmazonBasics Eastlake Coolers Glass Drinkware Set, 15-Ounce, Set of 6 | Color: Clear | Style: Coolers, Set of 6 | Type: DRINKING_CUP | Contemporary style: sleek silhouette with gently curved sides and an exaggerated sham for extra stability and eye-catching allure",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/ea/ea0c6da6.jpg,"365 by Whole Foods Market | 365 by Whole Foods Market, Goat Cheese, 10 Ounce | Type: DAIRY_BASED_CHEESE",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/4d/4d59969e.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Wooden Design 3D Printed Hard Back Case Mobile Cover for Coolpad Note 5 | Color: multi-colored | Type: CELLULAR_PHONE_CASE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/4d/4d59969e.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Babby Kitty UV Printed Soft Back Case Mobile Cover for Mi Redmi Note 5 Pro | Color: Multicolor | Style: Comics and Cartoons | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/04/040353c9.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Sparkle Girl Boss 3D Printed Hard Back Case Mobile Cover for Vivo Y69 | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/04/040353c9.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Water Drop 3D Printed Hard Back Case Mobile Cover for Vivo Y53 | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/35/3595924e.jpg,AmazonBasics | Amazonbasics On-Ear Wireless Bluetooth Headphones with Microphone - Champagne | Color: champagne | Type: HEADPHONES,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/35/3595924e.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Designer Blue Pattern Alphabet-R 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A20s | Color: multi-colored | Type: CELLULAR_PHONE_CASE,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/3e/3e4d2b9f.jpg,Amazon Brand - Solimo | Amazon Brand - Solimo Wax Tealight Unscented Candle (Set of 50) | Type: CANDLE,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/3e/3e4d2b9f.jpg,Stone & Beam | Stone & Beam Modern Family Living Oliver GAL 20271_17x20_GLOS_SILV_NLC - Cuadro Decorativo para Pared | Type: HOME,0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/d1/d1f6a50a.jpg,Nia & Nicole | Nia & Nicole Women's Clutch (Navy Blue:: Mustard) | Color: Navy Blue:: Mustard | Style: Clutch | Type: WALLET,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/d1/d1f6a50a.jpg,"Vedaka | Amazon Brand - Vedaka Sabudana (Sago), Medium, 1Kg | Type: GROCERY",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/8e/8ee4e929.jpg,Amazon Collection(アマゾンコレクション) | [アマゾンコレクション] Amazon Collection 14Kイエローゴールド 2.5mmラウンド 五石爪ファンシーグリーンのスワロフスキージルコニア 半 フープ スタッド ピアス 両耳用スタッドピアス JEE13625_5NNFG00A100 | Type: EARRING,1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/8e/8ee4e929.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Cute Puppy 3D Printed Hard Back Case Mobile Cover for Oppo F11 Pro | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/81/81170d88.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Take It Easy 3D Printed Hard Back Case Mobile Cover for HTC One M8 | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/81/81170d88.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Panda Experation 3D Printed Hard Back Case Mobile Cover for Oppo A5 | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",0
/root/autodl-tmp/.autodl/AiStudio/data/images/small/a1/a1aaf4c0.jpg,"Amazon Brand - Solimo | Amazon Brand - Solimo Designer Water Drop On Glass 3D Printed Hard Back Case Mobile Cover for Samsung Z2 | Color: Others | Type: CELLULAR_PHONE_CASE | Stylish design and appearance, express your unique personality.",1
/root/autodl-tmp/.autodl/AiStudio/data/images/small/a1/a1aaf4c0.jpg,"AmazonBasics | AmazonBasics High-Density Round Foam Roller | 36-inches, Black (Certified Refurbished) | Color: Black | Style: 36-Inch | Type: MUSCLE_ROLLER | High-density blue speckled foam roller with molded edges: Extra firm - best for intermediate and above. High density expanded polypropylene (EPP) that is designed for deeper massage than standard foam roller",0
